Query,Run,ElapsedTime,ExecutionTime,CompileTime,QueueWaitTime,ResultCount,ResultSize,ProcessedObjects,bufferCacheHitRatio,bufferCachePageReadCount
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",10,16.651547412s,16.651222968s,6.612166ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",1,10.393692372s,10.393360409s,6.47973ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",2,10.53629709s,10.535971667s,6.54646ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",3,10.580643519s,10.580298221s,7.432144ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",4,10.260380409s,10.260080739s,6.585744ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",5,10.282892645s,10.282545534s,6.482306ms,1ms,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",6,9.971923877s,9.971610122s,6.498797ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",7,10.271623785s,10.271317462s,6.248026ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",8,9.938136759s,9.93798482s,2.411975ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",9,10.24192739s,10.24160291s,7.003953ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb group by wiscondefopen16gb.hundred;",10,11.080769507s,11.080455101s,15.17057ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",1,11.394310679s,11.394162001s,2.694233ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",2,11.511804481s,11.511653942s,2.544361ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",3,11.486126563s,11.485982004s,2.397494ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",4,11.177693142s,11.177539821s,2.332729ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",5,11.293077238s,11.292912988s,2.543121ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",6,11.252278196s,11.252132739s,2.695532ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",7,11.2603377s,11.260191396s,2.443768ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",8,11.366601724s,11.36644616s,2.39527ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",9,11.268029681s,11.267881042s,2.336315ms,0ns,100,4090,18083796,0.00%,190404
"use wisconopen16gb; select hundred, count(hundred) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",10,11.235442093s,11.235291545s,2.247919ms,0ns,100,4090,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",1,17.055538967s,17.055216415s,6.442594ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",2,16.751730461s,16.751580479s,2.456402ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",3,17.177606082s,17.177277235s,6.572889ms,1ms,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",4,17.208163773s,17.207851421s,6.238344ms,1ms,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",5,16.941796048s,16.941481967s,6.715796ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",6,17.318754365s,17.318434827s,6.62347ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",7,17.283210951s,17.282867077s,7.444221ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",8,17.566277066s,17.565956045s,6.696854ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",9,17.112062092s,17.111708488s,7.102644ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",10,17.303141485s,17.302993617s,2.294681ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",1,10.341938552s,10.341607489s,6.986949ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",2,10.316001608s,10.315678741s,6.411044ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",3,10.586827282s,10.586516249s,6.484036ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",4,10.402752735s,10.402409896s,6.217479ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",5,10.146087084s,10.14577148s,7.022692ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",6,10.301644692s,10.301331418s,7.658517ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",7,10.18137254s,10.181082104s,6.291342ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",8,10.994060568s,10.99374275s,7.094172ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",9,10.821089142s,10.820760115s,6.556638ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",10,10.399944628s,10.3995781s,7.673377ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",1,10.767270747s,10.766940015s,6.25172ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",2,10.493401934s,10.493054717s,6.265437ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",3,10.740616642s,10.740271028s,6.260219ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",4,11.081979125s,11.081628401s,6.686915ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",5,10.368220126s,10.367906446s,8.234015ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",6,10.502041236s,10.501707948s,7.489777ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",7,10.972604719s,10.972447964s,2.503984ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",8,11.29796866s,11.297620163s,6.513826ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",9,10.482778074s,10.482440903s,6.214782ms,0ns,1000,40890,18083796,0.00%,190404
"use wisconopen16gb; select kgroups, count(kgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",10,11.316064142s,11.315695166s,6.134398ms,0ns,1000,40890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",1,18.466681329s,18.466365789s,7.63011ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",2,19.277151863s,19.27683841s,6.635631ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",3,18.825654607s,18.82531016s,6.58548ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",4,18.317673693s,18.317358287s,7.213729ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",5,18.494133709s,18.493825671s,6.419913ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",6,18.69771528s,18.697384088s,6.879463ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",7,18.845016139s,18.844678185s,6.75599ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",8,18.732174464s,18.731820877s,7.537092ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",9,19.175405215s,19.175111568s,6.528295ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",10,18.254682661s,18.254363996s,7.453111ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",1,12.386594808s,12.3862645s,6.714673ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",2,11.517776886s,11.517434631s,7.0547ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",3,11.653723632s,11.653398477s,6.846706ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",4,11.531981088s,11.531647829s,7.128517ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",5,11.502983225s,11.502649476s,6.971542ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",6,11.513269367s,11.512955604s,6.951477ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",7,11.453174564s,11.452865589s,6.406062ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",8,11.777260642s,11.776926024s,6.917891ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",9,11.873822348s,11.873506647s,6.776592ms,1ms,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",10,11.632527171s,11.632199353s,6.891201ms,0ns,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",1,12.142192998s,12.141862598s,6.762826ms,0ns,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",2,13.030277276s,13.029890749s,6.566348ms,0ns,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",3,12.369567365s,12.369244466s,6.298551ms,0ns,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",4,12.281657866s,12.281337009s,6.569092ms,0ns,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",5,12.884280595s,12.883913865s,6.84376ms,0ns,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",6,12.191868113s,12.191615649s,6.587515ms,1ms,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",7,12.184865992s,12.184539363s,7.45472ms,0ns,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",8,13.186968628s,13.186807969s,2.420273ms,0ns,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",9,12.584958676s,12.584623012s,6.933074ms,1ms,100000,4788890,18083796,0.00%,190404
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",10,13.315928414s,13.3155755s,6.418043ms,0ns,100000,4788890,18083796,0.00%,190404
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",1,34.06742949s,34.067117826s,16.940814ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",2,33.998537341s,33.998214862s,7.924541ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",3,33.659882883s,33.659592492s,6.72126ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",4,33.612315543s,33.61197365s,6.655267ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",5,34.310786747s,34.310458239s,6.924861ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",6,33.755619642s,33.755277682s,7.835741ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",7,34.743673358s,34.743321665s,10.727334ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",8,33.680103191s,33.679947959s,2.265351ms,1ms,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",9,33.004731158s,33.004399493s,6.70982ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",10,33.608204633s,33.608045845s,2.479631ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",1,20.60602281s,20.605692474s,7.472374ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",2,20.257827962s,20.257515622s,6.38636ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",3,20.693078964s,20.692755475s,6.600673ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",4,20.795201448s,20.794895371s,7.084938ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",5,19.661761778s,19.661414195s,6.558659ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",6,20.703097944s,20.702761348s,6.526063ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",7,21.465525332s,21.465209812s,6.441549ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",8,19.951632318s,19.95130853s,6.589338ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",9,20.273447837s,20.273115349s,6.668419ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",10,19.78627575s,19.785951976s,6.875523ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",1,20.768383883s,20.768050763s,6.796137ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",2,20.959750406s,20.959425067s,6.316658ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",3,21.12429819s,21.124156391s,2.282357ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",4,20.283481523s,20.283321912s,2.48385ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",5,20.998806527s,20.998468118s,7.305715ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",6,21.372433154s,21.37208942s,6.49878ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",7,21.818646552s,21.818317328s,6.367876ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",8,21.064757353s,21.064434486s,5.922452ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",9,21.239699089s,21.239343416s,6.35697ms,0ns,100,4090,36168131,0.00%,380800
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",10,21.6838154s,21.68352091s,6.579392ms,0ns,100,4090,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",1,33.908189796s,33.908037294s,2.510184ms,0ns,1000,40890,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",2,34.689923294s,34.689596203s,6.52211ms,0ns,1000,40890,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",3,34.450829163s,34.450677548s,2.274435ms,0ns,1000,40890,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",4,34.545192496s,34.544867275s,6.283243ms,1ms,1000,40890,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",5,33.636945165s,33.636798667s,2.281276ms,0ns,1000,40890,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",6,34.422014638s,34.421869162s,2.670735ms,0ns,1000,40890,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",7,35.209670681s,35.209366068s,6.682794ms,0ns,1000,40890,36168131,0.00%,380800
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",8,34.181725399s,34.181399735s,6.289049ms,0ns,1000,40890,36168131,0.00%,380800
