Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount
"set `compiler.optimize.groupby` 'true';use testopen32gb; select unique3, sum(unique3) as sum from testdefopen32gb group by unique3;",81086.5306061,1920.1798307743104,81086.79074709999,6.8552309000000005,0.1,36168131.0,1764190577.0,36168131.0,0.0,392342.0
"use testopen32gb; select unique3, sum(unique3) as sum from testdefopen32gb /*+ hash */ group by unique3;",198040.67872919998,2735.0845152121624,198040.97430170001,5.7637502,0.0,36168131.0,1764190577.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select unique3, sum(unique3) as sum from testdefopen64gb group by unique3;",177767.4360312,4242.139843517853,177767.6725502,6.669818000000001,0.0,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select unique3, sum(unique3) as sum from testdefopen64gb group by unique3;",166429.50064109996,3457.7615129597293,166429.7712726,6.953172500000001,0.0,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"use testopen64gb; select unique3, sum(unique3) as sum from testdefopen64gb /*+ hash */ group by unique3;",382790.2746503,4478.45248965431,382790.5455371,6.9240984999999995,0.1,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select unique3, max(unique3) as max from testdefopen2gb group by unique3;",4967.373194600001,168.39037262044644,4967.647243899999,6.9145764,0.1,2260380.0,110256654.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select unique3, max(unique3) as max from testdefopen2gb group by unique3;",4875.820448300001,136.02155236223936,4876.082252999999,6.0270633,0.1,2260380.0,110256654.0,2260380.0,0.0,24530.0
"use testopen2gb; select unique3, max(unique3) as max from testdefopen2gb /*+ hash */ group by unique3;",4844.376325499999,104.87527152936046,4844.666063899999,6.859782900000001,0.2,2260380.0,110256654.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select unique3, max(unique3) as max from testdefopen4gb group by unique3;",11249.805360800001,382.5719250084061,11250.0684114,7.011523199999999,0.0,4520789.0,220511855.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select unique3, max(unique3) as max from testdefopen4gb group by unique3;",10079.990117199999,270.4592860474841,10080.247998100001,6.7453593,0.1,4520789.0,220511855.0,4520789.0,0.0,49051.0
"use testopen4gb; select unique3, max(unique3) as max from testdefopen4gb /*+ hash */ group by unique3;",10239.032199600002,335.60352063437654,10239.3031194,6.7764577,0.1,4520789.0,220511855.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select unique3, max(unique3) as max from testdefopen8gb group by unique3;",22492.0037287,465.73390129264766,22492.2692748,6.7486919,0.2,9041708.0,441034488.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select unique3, max(unique3) as max from testdefopen8gb group by unique3;",20417.816797,545.0132115403055,20418.0813379,6.7739505,0.1,9041708.0,441034488.0,9041708.0,0.0,98091.0
"use testopen8gb; select unique3, max(unique3) as max from testdefopen8gb /*+ hash */ group by unique3;",19660.201526900004,501.6201101107595,19660.4712062,6.5590705,0.1,9041708.0,441034488.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select unique3, max(unique3) as max from testdefopen16gb group by unique3;",45194.381654799996,1577.4495070844373,45194.6394377,6.503821,0.0,18083796.0,882087074.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select unique3, max(unique3) as max from testdefopen16gb group by unique3;",39920.8320888,1331.1062544381257,39921.104061000005,6.5211187,0.0,18083796.0,882087074.0,18083796.0,0.0,196172.0
"use testopen16gb; select unique3, max(unique3) as max from testdefopen16gb /*+ hash */ group by unique3;",39736.55269320001,1550.011241120282,39736.8241963,6.7973319000000005,0.1,18083796.0,882087074.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select unique3, max(unique3) as max from testdefopen32gb group by unique3;",90457.34307570002,1803.5142554024455,90457.6113026,6.555301,0.1,36168131.0,1764190577.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select unique3, max(unique3) as max from testdefopen32gb group by unique3;",79787.51019480001,1941.1408950494392,79787.7755871,6.6791255000000005,0.0,36168131.0,1764190577.0,36168131.0,0.0,392342.0
"use testopen32gb; select unique3, max(unique3) as max from testdefopen32gb /*+ hash */ group by unique3;",79893.1611707,1734.3803750887716,79893.437587,6.1580128,0.1,36168131.0,1764190577.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select unique3, max(unique3) as max from testdefopen64gb group by unique3;",190161.3169404,3164.3512953185896,190161.58692620002,7.026710400000001,0.0,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select unique3, max(unique3) as max from testdefopen64gb group by unique3;",166725.6645443,4118.279813644328,166725.94388059998,6.271532499999999,0.0,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"use testopen64gb; select unique3, max(unique3) as max from testdefopen64gb /*+ hash */ group by unique3;",171789.07875439996,8713.135401980657,171789.3546131,6.6221835,0.0,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select unique3, min(unique3) as min from testdefopen2gb group by unique3;",4868.0262984,102.56588673745509,4868.288632,6.5102525,0.1,2260380.0,110256654.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select unique3, min(unique3) as min from testdefopen2gb group by unique3;",4832.2328552,233.8401144259323,4832.499847000001,7.0617019,0.1,2260380.0,110256654.0,2260380.0,0.0,24530.0
"use testopen2gb; select unique3, min(unique3) as min from testdefopen2gb /*+ hash */ group by unique3;",4911.258390100001,157.73793952403707,4911.5398673,6.9617131,0.3,2260380.0,110256654.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select unique3, min(unique3) as min from testdefopen4gb group by unique3;",11453.4082919,273.9433684166596,11453.694295599998,6.3242892,0.0,4520789.0,220511855.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select unique3, min(unique3) as min from testdefopen4gb group by unique3;",10584.9542489,308.7534693074521,10585.234907900001,6.636311399999999,0.0,4520789.0,220511855.0,4520789.0,0.0,49051.0
"use testopen4gb; select unique3, min(unique3) as min from testdefopen4gb /*+ hash */ group by unique3;",10366.8139865,398.70700760849604,10367.084227399999,7.2733899,0.0,4520789.0,220511855.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select unique3, min(unique3) as min from testdefopen8gb group by unique3;",22782.696009400002,586.2627135277892,22782.9577947,6.2973213999999995,0.1,9041708.0,441034488.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select unique3, min(unique3) as min from testdefopen8gb group by unique3;",20490.403456399996,657.6916715718719,20490.666202200002,6.494836099999999,0.1,9041708.0,441034488.0,9041708.0,0.0,98091.0
"use testopen8gb; select unique3, min(unique3) as min from testdefopen8gb /*+ hash */ group by unique3;",19974.480843999998,696.4513703942372,19974.7572001,6.765864400000001,0.0,9041708.0,441034488.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select unique3, min(unique3) as min from testdefopen16gb group by unique3;",46367.61150019999,1445.0616949704245,46367.883361500004,6.4369102,0.1,18083796.0,882087074.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select unique3, min(unique3) as min from testdefopen16gb group by unique3;",40147.9730444,1153.0699590156062,40148.2127371,5.878227399999999,0.0,18083796.0,882087074.0,18083796.0,0.0,196172.0
"use testopen16gb; select unique3, min(unique3) as min from testdefopen16gb /*+ hash */ group by unique3;",40357.99023060001,1413.2746601386207,40358.2475223,6.669450899999999,0.0,18083796.0,882087074.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select unique3, min(unique3) as min from testdefopen32gb group by unique3;",90456.3068314,2197.871788216084,90456.5668266,6.304535,0.1,36168131.0,1764190577.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select unique3, min(unique3) as min from testdefopen32gb group by unique3;",81575.08518950001,2694.4731983263773,81575.3605135,6.5098590000000005,0.0,36168131.0,1764190577.0,36168131.0,0.0,392342.0
"use testopen32gb; select unique3, min(unique3) as min from testdefopen32gb /*+ hash */ group by unique3;",80352.17647800001,1950.0003352798944,80352.4494834,6.0807586,0.0,36168131.0,1764190577.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select unique3, min(unique3) as min from testdefopen64gb group by unique3;",190827.4641572,6658.765335051672,190827.73088919997,6.56567,0.0,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select unique3, min(unique3) as min from testdefopen64gb group by unique3;",162154.6948235,2984.442091302845,162154.96225,6.8783896,0.0,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"use testopen64gb; select unique3, min(unique3) as min from testdefopen64gb /*+ hash */ group by unique3;",165073.99640240002,2101.360629083352,165074.26066280002,6.4587372,0.2,72335919.0,3528377721.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select stringu2, count(stringu2) as count from testdefopen2gb group by stringu2;",10361.3262843,383.4138134978442,10361.5894162,7.237400599999999,0.0,2257675.0,309301475.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select stringu2, count(stringu2) as count from testdefopen2gb group by stringu2;",10142.397437700001,305.85468636061415,10142.651768799999,7.1370401,0.2,2257675.0,309301475.0,2260380.0,0.0,24530.0
"use testopen2gb; select stringu2, count(stringu2) as count from testdefopen2gb /*+ hash */ group by stringu2;",17501.8232117,329.14300826813314,17502.0950324,7.4283742,0.0,2257675.0,309301475.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select stringu2, count(stringu2) as count from testdefopen4gb group by stringu2;",20861.8614416,794.4127053143715,20862.130138700002,7.385497199999999,0.0,4515035.0,618559795.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select stringu2, count(stringu2) as count from testdefopen4gb group by stringu2;",19848.697340300005,577.1119203127107,19848.9673729,7.3703590000000005,0.0,4515035.0,618559795.0,4520789.0,0.0,49051.0
"use testopen4gb; select stringu2, count(stringu2) as count from testdefopen4gb /*+ hash */ group by stringu2;",58342.4493581,1118.6333896209694,58342.72659150001,7.3690236,0.0,4515035.0,618559795.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select stringu2, count(stringu2) as count from testdefopen8gb group by stringu2;",41277.6634174,1539.6078774837224,41277.9151717,6.7761051,0.0,9031449.0,1237308513.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select stringu2, count(stringu2) as count from testdefopen8gb group by stringu2;",39358.69084480001,2371.08987488073,39358.947467900005,7.0490769,0.0,9031449.0,1237308513.0,9041708.0,0.0,98091.0
"use testopen8gb; select stringu2, count(stringu2) as count from testdefopen8gb /*+ hash */ group by stringu2;",116970.76188559998,2573.574707892306,116971.036852,6.931727100000001,0.1,9031449.0,1237308513.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select stringu2, count(stringu2) as count from testdefopen16gb group by stringu2;",82905.68942400001,2554.038850533914,82905.9563476,7.3386982000000005,0.0,18060883.0,2474340971.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select stringu2, count(stringu2) as count from testdefopen16gb group by stringu2;",78602.49619519999,2230.666973281773,78602.76603580001,6.9866838,0.0,18060883.0,2474340971.0,18083796.0,0.0,196172.0
"use testopen16gb; select stringu2, count(stringu2) as count from testdefopen16gb /*+ hash */ group by stringu2;",223459.37742419998,3574.616568648433,223459.65551260003,6.626239,0.0,18060883.0,2474340971.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select stringu2, count(stringu2) as count from testdefopen32gb group by stringu2;",166992.91850660002,3677.2558157843805,166993.18045359998,5.8922177,0.0,36114551.0,4947693487.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select stringu2, count(stringu2) as count from testdefopen32gb group by stringu2;",164820.7257157,5813.173906026093,164820.98243519999,6.3936695,0.0,36114551.0,4947693487.0,36168131.0,0.0,392342.0
"use testopen32gb; select stringu2, count(stringu2) as count from testdefopen32gb /*+ hash */ group by stringu2;",444869.938877,6778.361390423735,444870.2023248,6.637183500000001,0.0,36114551.0,4947693487.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select stringu2, count(stringu2) as count from testdefopen64gb group by stringu2;",336930.0774931,5404.344847753624,336930.3323537,6.3409564,0.1,72130717.0,9881908229.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select stringu2, count(stringu2) as count from testdefopen64gb group by stringu2;",340485.474811,8498.545806953081,340485.72802339995,6.2394571,0.0,72130717.0,9881908229.0,72335919.0,0.0,784673.0
"use testopen64gb; select stringu2, count(stringu2) as count from testdefopen64gb /*+ hash */ group by stringu2;",985723.1922074001,19829.596740458157,985723.8967116,10.228165299999999,0.3,72130717.0,9881908229.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select hundred, count(hundred) as count from testdefopen64gb group by hundred;",41276.977193399995,201.3940181517159,41277.534519,9.3007048,0.1,100.0,4090.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select hundred, count(hundred) as count from testdefopen64gb group by hundred;",26097.6006017,85.38804717104392,26098.1772063,7.409239000000001,0.0,100.0,4090.0,72335919.0,0.0,784668.0
"use testopen64gb; select hundred, count(hundred) as count from testdefopen64gb /*+ hash */ group by hundred;",26779.4412355,52.82718735247905,26779.992462299997,7.3556493000000005,0.1,100.0,4090.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select kgroups, count(kgroups) as count from testdefopen64gb group by kgroups;",43757.4948384,1420.5674550141555,43757.958706,7.075359799999999,0.2,1000.0,40890.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select kgroups, count(kgroups) as count from testdefopen64gb group by kgroups;",26308.2377109,92.26215752426029,26308.692048700002,6.1536619,0.1,1000.0,40890.0,72335919.0,0.0,784668.0
"use testopen64gb; select kgroups, count(kgroups) as count from testdefopen64gb /*+ hash */ group by kgroups;",27028.4958352,93.11272836013978,27028.903788899996,5.231922900000001,0.0,1000.0,40890.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen64gb group by hundredkgroups;",46950.5987169,1692.245506077936,46951.0188799,5.8701161,0.0,100000.0,4788890.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen64gb group by hundredkgroups;",28948.6409185,126.50252096007131,28949.110700800004,5.8662241999999996,0.0,100000.0,4788890.0,72335919.0,0.0,784668.0
"use testopen64gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen64gb /*+ hash */ group by hundredkgroups;",31651.2993487,153.47406276438363,31651.7209883,5.598166,0.0,100000.0,4788890.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen64gb group by variablelengthstring;",544211.4885085002,40050.667430898706,544212.1855697001,8.2806048,0.0,72335919.0,12659139680.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen64gb group by variablelengthstring;",537079.7119342999,40013.99020630602,537080.4342234,9.9595011,0.1,72335919.0,12659139680.0,72335919.0,0.0,784668.0
"use testopen64gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen64gb /*+ hash */ group by variablelengthstring;",1212381.6801168,29501.22667229582,1212382.4261808,8.204842199999998,0.1,72335919.0,12659139680.0,72335919.0,0.0,784668.0
"set `compiler.optimize.groupby` 'false';set `compiler.groupmemory` '8mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",88874.5843023,346.32673602377724,88875.335179,9.6066282,0.0,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.optimize.groupby` 'true';set `compiler.groupmemory` '8mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",76939.36318429999,374.74474564277017,76940.0124696,9.7164834,0.0,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.groupmemory` '8mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",102812.7408842,548.3986377303324,102813.3816961,8.921738600000001,0.2,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.optimize.groupby` 'false';set `compiler.groupmemory` '16mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",90857.36881900001,990.6260354195559,90857.95719109998,7.843720500000001,0.2,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.optimize.groupby` 'true';set `compiler.groupmemory` '16mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",76837.9726021,586.1527872688283,76838.52103450001,8.2839263,0.0,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.groupmemory` '16mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",120013.939253,375.1060404072913,120014.4824521,8.1411572,0.0,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.optimize.groupby` 'false';set `compiler.groupmemory` '64mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",93582.42545990001,664.167120629645,93582.8936276,6.3129007999999995,0.1,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.optimize.groupby` 'true';set `compiler.groupmemory` '64mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",76684.40888840001,1175.3647603660063,76684.9751496,8.3434118,0.0,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.groupmemory` '64mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",174984.84181349998,1074.668818875438,174985.37192130001,8.1061521,0.1,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.optimize.groupby` 'false';set `compiler.groupmemory` '128mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",95211.552428,1693.9422776165964,95212.0265405,6.664890300000001,0.1,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.optimize.groupby` 'true';set `compiler.groupmemory` '128mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",73779.9964319,335.3020764931479,73780.4770737,7.269055800000001,0.0,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.groupmemory` '128mb';use tweetverse; select uname, sum(t.retweeted_status.retweet_count) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",126517.77125139997,227.49163743908719,126518.27347249999,7.8577505,0.1,100.0,4115.0,42246255.0,0.0,2344951.0
"set `compiler.optimize.groupby` 'false';use wiscon2gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef2gb group by wiscondef2gb.similarsmallstring;",1274.4906686,41.46971442902808,1274.8798691,5.5883174,0.0,1.0,63.0,2260380.0,0.0,19001.0
"set `compiler.optimize.groupby` 'true';use wiscon2gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef2gb group by wiscondef2gb.similarsmallstring;",759.6145769999999,14.580367739346032,760.0900351,6.3287412,0.0,1.0,63.0,2260380.0,0.0,19001.0
"use wiscon2gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef2gb /*+ hash */ group by wiscondef2gb.similarsmallstring;",806.7659417,26.888070645400884,807.1047297,4.400143,0.1,1.0,63.0,2260380.0,0.0,19001.0
"set `compiler.optimize.groupby` 'false';use wiscon4gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef4gb group by wiscondef4gb.similarsmallstring;",2476.3709825,141.89794951864954,2476.7352450999997,4.5661082,0.1,1.0,63.0,4520789.0,0.0,38001.0
"set `compiler.optimize.groupby` 'true';use wiscon4gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef4gb group by wiscondef4gb.similarsmallstring;",1479.8664326000003,22.856634642949853,1480.243079,5.364482299999999,0.1,1.0,63.0,4520789.0,0.0,38001.0
"use wiscon4gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef4gb /*+ hash */ group by wiscondef4gb.similarsmallstring;",1547.2674118,28.879549761756312,1547.6506425000002,5.554042900000001,0.0,1.0,63.0,4520789.0,0.0,38001.0
"set `compiler.optimize.groupby` 'false';use wiscon8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef8gb group by wiscondef8gb.similarsmallstring;",5002.319423599999,179.11708992301268,5002.6869754,5.574698,0.0,1.0,63.0,9041708.0,0.0,75990.0
"set `compiler.optimize.groupby` 'true';use wiscon8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef8gb group by wiscondef8gb.similarsmallstring;",2940.3304017,35.97655089362055,2940.7674464999996,6.318698800000001,0.1,1.0,63.0,9041708.0,0.0,75990.0
"use wiscon8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef8gb /*+ hash */ group by wiscondef8gb.similarsmallstring;",3026.0894793999996,42.86113295256854,3026.4999835000003,5.6964795,0.1,1.0,63.0,9041708.0,0.0,75990.0
"set `compiler.optimize.groupby` 'false';use wiscon16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef16gb group by wiscondef16gb.similarsmallstring;",9488.4684066,255.99205503946254,9488.901102700002,5.6698533,0.0,1.0,64.0,18083796.0,0.0,151972.0
"set `compiler.optimize.groupby` 'true';use wiscon16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef16gb group by wiscondef16gb.similarsmallstring;",5783.6311756,29.974927516952164,5783.9917628,4.8356231,0.0,1.0,64.0,18083796.0,0.0,151972.0
"use wiscon16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef16gb /*+ hash */ group by wiscondef16gb.similarsmallstring;",5958.896987499999,25.15399422907448,5959.303763400001,5.5197081,0.0,1.0,64.0,18083796.0,0.0,151972.0
"set `compiler.optimize.groupby` 'false';use wiscon32gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef32gb group by wiscondef32gb.similarsmallstring;",19287.4338266,645.1404303449829,19287.732917200003,4.378914100000001,0.0,1.0,64.0,36168131.0,0.0,303933.0
"set `compiler.optimize.groupby` 'true';use wiscon32gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef32gb group by wiscondef32gb.similarsmallstring;",11527.567042100001,97.933885655861,11527.966294499998,5.7483474999999995,0.0,1.0,64.0,36168131.0,0.0,303933.0
"use wiscon32gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef32gb /*+ hash */ group by wiscondef32gb.similarsmallstring;",11869.2697304,53.93468882340005,11869.6242513,4.5609066,0.0,1.0,64.0,36168131.0,0.0,303933.0
"set `compiler.optimize.groupby` 'false';use wiscon64gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef64gb group by wiscondef64gb.similarsmallstring;",38747.1431188,1439.9516528936454,38747.50858649999,5.0435441999999995,0.1,1.0,64.0,72335919.0,0.0,607854.0
"set `compiler.optimize.groupby` 'true';use wiscon64gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef64gb group by wiscondef64gb.similarsmallstring;",22950.744876999997,56.03519099391854,22951.135522800003,5.4389609,0.0,1.0,64.0,72335919.0,0.0,607854.0
"use wiscon64gb; select similarsmallstring, count(similarsmallstring) as count from wiscondef64gb /*+ hash */ group by wiscondef64gb.similarsmallstring;",23740.083130200004,106.41484928865154,23740.4362437,4.692009400000001,0.0,1.0,64.0,72335919.0,0.0,607854.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select ten, max(ten) as max from testdefopen2gb group by ten;",1296.426264,16.379928573252975,1297.0343595,9.894790200000001,0.1,10.0,290.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select ten, max(ten) as max from testdefopen2gb group by ten;",860.6489755,24.413695514724367,861.2760727000001,8.701494,0.0,10.0,290.0,2260380.0,0.0,24530.0
"use testopen2gb; select ten, max(ten) as max from testdefopen2gb /*+ hash */ group by ten;",852.3237063999999,12.628852428028438,853.0713218999999,9.3688998,0.1,10.0,290.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select ten, max(ten) as max from testdefopen4gb group by ten;",2509.9934106,58.5055358204389,2510.587509,7.6871697999999995,0.0,10.0,290.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select ten, max(ten) as max from testdefopen4gb group by ten;",1672.0983270000002,18.451927301928446,1672.7276144,9.060297700000001,0.1,10.0,290.0,4520789.0,0.0,49051.0
"use testopen4gb; select ten, max(ten) as max from testdefopen4gb /*+ hash */ group by ten;",1664.7602305,16.430939582882626,1665.2629517,7.6822236,0.0,10.0,290.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select ten, max(ten) as max from testdefopen8gb group by ten;",5238.6184194,406.13357425009355,5239.076464200001,6.7086771,0.1,10.0,290.0,9041708.0,0.0,98092.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select ten, max(ten) as max from testdefopen8gb group by ten;",3280.0108474,27.539331973499138,3280.4386965,5.9706527000000005,0.2,10.0,290.0,9041708.0,0.0,98092.0
"use testopen8gb; select ten, max(ten) as max from testdefopen8gb /*+ hash */ group by ten;",3276.4343468,25.724041868079805,3276.7969086000003,5.3049206,0.0,10.0,290.0,9041708.0,0.0,98092.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select ten, max(ten) as max from testdefopen16gb group by ten;",10311.798760599999,622.7334825364642,10312.1433177,4.6623712,0.0,10.0,290.0,18083796.0,0.0,196173.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select ten, max(ten) as max from testdefopen16gb group by ten;",6499.4451859,18.023391506477747,6499.857076,6.245159599999999,0.0,10.0,290.0,18083796.0,0.0,196173.0
"use testopen16gb; select ten, max(ten) as max from testdefopen16gb /*+ hash */ group by ten;",6509.3728603,25.206639198027247,6509.918582699999,8.310525100000001,0.0,10.0,290.0,18083796.0,0.0,196173.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select ten, max(ten) as max from testdefopen32gb group by ten;",20474.1187568,960.2484910436834,20474.4217183,4.4224428,0.1,10.0,290.0,36168131.0,0.0,392343.0
