Query,Run,ElapsedTime,ExecutionTime,CompileTime,QueueWaitTime,ResultCount,ResultSize,ProcessedObjects,bufferCacheHitRatio,bufferCachePageReadCount
"set `compiler.optimize.groupby` 'true';use testopen2gb; select ten, count(ten) as count from testdefopen2gb group by testdefopen2gb.ten;",9,1.300747446s,1.299663899s,14.535906ms,0ns,10,360,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select ten, count(ten) as count from testdefopen2gb group by testdefopen2gb.ten;",10,1.286518822s,1.286140996s,4.930743ms,0ns,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",1,1.302070442s,1.301678229s,4.396686ms,0ns,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",2,1.320269344s,1.319302256s,13.174496ms,1ms,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",3,1.293258357s,1.292327877s,13.019599ms,1ms,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",4,1.460631932s,1.460234733s,4.309893ms,0ns,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",5,1.375661813s,1.375274178s,4.797836ms,0ns,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",6,1.2675723s,1.267211408s,5.497799ms,0ns,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",7,1.459959875s,1.459454425s,5.138945ms,0ns,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",8,1.275339588s,1.27424475s,9.436382ms,0ns,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",9,1.360340522s,1.359424885s,10.894712ms,0ns,10,360,2260380,0.00%,24525
"use testopen2gb; select ten, count(ten) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.ten;",10,1.416545292s,1.416162073s,5.859412ms,0ns,10,360,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",1,1.990515292s,1.989587616s,10.35795ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",2,2.081857291s,2.081504865s,5.168667ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",3,1.937735549s,1.936865525s,11.037103ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",4,2.008104681s,2.007737763s,4.368208ms,1ms,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",5,2.00330298s,2.002839418s,6.311916ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",6,2.373600824s,2.37318203s,4.7282ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",7,2.010653525s,2.010279578s,4.451125ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",8,1.994397374s,1.993566766s,11.5523ms,1ms,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",9,1.989751344s,1.989397862s,4.057067ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",10,2.002357668s,2.001457418s,8.537458ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",1,1.33960359s,1.339234948s,4.146305ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",2,1.350052248s,1.349695384s,5.00383ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",3,1.620491812s,1.619821682s,6.46198ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",4,1.498252033s,1.497851675s,4.177244ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",5,1.375764992s,1.375207876s,5.55383ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",6,1.408711802s,1.407927031s,10.408247ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",7,1.497366359s,1.497028711s,4.052978ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",8,1.347670605s,1.347318721s,4.181167ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",9,1.391996587s,1.391277634s,11.717295ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb group by testdefopen2gb.tenkgroups;",10,1.406234475s,1.405456218s,10.803922ms,1ms,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",1,1.408068998s,1.407713783s,3.820209ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",2,1.476718451s,1.476231419s,3.852533ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",3,1.418222887s,1.417894337s,3.686889ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",4,1.644937979s,1.644606852s,3.901234ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",5,1.606885917s,1.606547502s,3.971619ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",6,1.597352535s,1.596982904s,3.632074ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",7,1.456471821s,1.456045569s,4.349725ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",8,1.518641448s,1.518304523s,4.033401ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",9,1.494722916s,1.494386783s,3.60431ms,0ns,10000,428890,2260380,0.00%,24525
"use testopen2gb; select tenkgroups, count(tenkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.tenkgroups;",10,1.530323427s,1.529995876s,3.996002ms,0ns,10000,428890,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",1,4.863395205s,4.86306598s,7.90372ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",2,4.966693829s,4.966350937s,3.922832ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",3,5.247235885s,5.246891274s,3.953169ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",4,4.942278314s,4.941425643s,9.601241ms,1ms,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",5,4.822482748s,4.82216514s,3.785951ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",6,5.136422197s,5.136108008s,3.805184ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",7,5.064150415s,5.063424723s,11.637969ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",8,4.989635383s,4.988806738s,10.226839ms,1ms,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",9,5.231546694s,5.231166093s,3.713695ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",10,4.861635515s,4.860911984s,8.660876ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",1,4.624216843s,4.623901826s,4.068263ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",2,4.546632157s,4.546315047s,5.529528ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",3,4.476398823s,4.475547309s,9.722918ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",4,4.52806191s,4.527753084s,3.619705ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",5,4.49094363s,4.49023755s,10.803819ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",6,4.44607122s,4.44535878s,11.10171ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",7,4.601799724s,4.601114258s,12.189479ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",8,4.474758652s,4.4744522s,3.524899ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",9,4.679025158s,4.678324828s,10.967398ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb group by testdefopen2gb.milliongroups;",10,4.616284532s,4.615964929s,3.659087ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",1,4.857764574s,4.857058059s,11.062127ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",2,4.950887051s,4.950522372s,3.525546ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",3,5.021807814s,5.021501031s,3.846979ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",4,5.050855022s,5.050538428s,3.518874ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",5,4.872524397s,4.872215592s,3.648283ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",6,4.695701651s,4.695364172s,3.619988ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",7,4.913259127s,4.912949845s,4.388826ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",8,4.656173248s,4.655391585s,8.62688ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",9,4.927380695s,4.927043303s,3.659953ms,0ns,887676,40734436,2260380,0.00%,24525
"use testopen2gb; select milliongroups, count(milliongroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.milliongroups;",10,4.678255062s,4.67793455s,3.575129ms,0ns,887676,40734436,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",1,5.578876878s,5.578571075s,3.406131ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",2,5.737862939s,5.737193815s,8.541469ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",3,5.569316798s,5.56899897s,3.635698ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",4,5.575805348s,5.575512242s,4.426475ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",5,5.536201293s,5.53589887s,3.769997ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",6,5.774261775s,5.773947667s,4.195353ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",7,5.637799894s,5.637482742s,4.716307ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",8,5.670263298s,5.669541459s,10.168286ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",9,5.661053744s,5.660755042s,3.648395ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",10,5.813580083s,5.813280884s,3.54131ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",1,1.550077797s,1.549578055s,5.446413ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",2,1.403899636s,1.403533993s,3.896071ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",3,1.576338539s,1.575722788s,9.455624ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",4,1.536679385s,1.536398778s,3.552441ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",5,1.443020797s,1.442397235s,5.982364ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",6,1.514475733s,1.514196667s,3.456224ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",7,1.404035458s,1.403746107s,3.353698ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",8,1.410029502s,1.409406225s,9.463751ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",9,1.501977614s,1.501333866s,10.199424ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'true';use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb group by testdefopen2gb.similarstring;",10,1.553799988s,1.553177369s,5.938301ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",1,1.814191603s,1.81389553s,3.395891ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",2,1.867092483s,1.866793939s,3.344837ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",3,1.788687207s,1.788398556s,3.532364ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",4,1.848906857s,1.848611553s,3.438923ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",5,1.857473929s,1.857196349s,3.949102ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",6,1.937541615s,1.936891315s,9.233761ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",7,1.765842448s,1.765004937s,5.287952ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",8,2.04077163s,2.040144246s,9.169459ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",9,1.937854703s,1.937578403s,3.436841ms,0ns,1,148,2260380,0.00%,24525
"use testopen2gb; select similarstring, count(similarstring) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.similarstring;",10,2.100138263s,2.099841888s,3.689594ms,0ns,1,148,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen2gb group by testdefopen2gb.similarsmallstring;",1,2.155589338s,2.155310789s,3.382282ms,0ns,1,63,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen2gb group by testdefopen2gb.similarsmallstring;",2,2.099987926s,2.099709546s,3.290326ms,0ns,1,63,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen2gb group by testdefopen2gb.similarsmallstring;",3,2.289273928s,2.28863556s,5.442432ms,0ns,1,63,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen2gb group by testdefopen2gb.similarsmallstring;",4,2.134761847s,2.134107241s,9.456924ms,1ms,1,63,2260380,0.00%,24525
"set `compiler.optimize.groupby` 'false';use testopen2gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen2gb group by testdefopen2gb.similarsmallstring;",5,2.123409571s,2.12312304s,3.224613ms,0ns,1,63,2260380,0.00%,24525
