Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount,realquery,size(gb),type,groupmemory(MB),groupbyattribute,aggregate,nc,dp
"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",25020.4315833,577.666310695394,25020.5884583,2.6678310000000005,0.0,100000.0,4788890.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen16gb  group by wiscondefopen16gb.hundredkgroups;",16,hash,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",66329.4323639,784.3104911074066,66329.58549509998,2.7180227,0.0,100.0,4090.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",32,sort,32,hundred,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",40823.2060771,897.5630998164733,40823.3532904,2.8023147,0.0,100.0,4090.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb group by wiscondefopen32gb.hundred;",32,opt,32,hundred,count,1,1
"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",41620.3983144,767.6909730473521,41620.550566900005,2.6561908,0.0,100.0,4090.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundred, count(hundred) as count from wiscondefopen32gb  group by wiscondefopen32gb.hundred;",32,hash,32,hundred,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",67055.55413039999,533.6026901026063,67055.70324989999,2.7423349000000004,0.1,1000.0,40890.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",32,sort,32,kgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",41074.1823522,552.9803864981278,41074.346226500005,2.6518455000000003,0.0,1000.0,40890.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",32,opt,32,kgroups,count,1,1
"use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.kgroups;",42274.538018700005,716.0584418169104,42274.693901800005,2.5656635000000003,0.0,1000.0,40890.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select kgroups, count(kgroups) as count from wiscondefopen32gb  group by wiscondefopen32gb.kgroups;",32,hash,32,kgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.hundredkgroups;",73007.6974463,870.5537035968638,73007.85119789999,2.7046681,0.0,100000.0,4788890.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.hundredkgroups;",32,sort,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.hundredkgroups;",44559.6204628,529.3000711557752,44559.7696674,2.7139931,0.0,100000.0,4788890.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen32gb group by wiscondefopen32gb.hundredkgroups;",32,opt,32,hundredkgroups,count,1,1
"use wisconopen32gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundredkgroups;",49355.6907481,956.3111017972856,49355.8414792,2.6509884999999995,0.0,100000.0,4788890.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen32gb  group by wiscondefopen32gb.hundredkgroups;",32,hash,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select hundred, count(hundred) as count from wiscondefopen64gb group by wiscondefopen64gb.hundred;",133217.81118780002,838.6943482115452,133217.96043479998,2.5314383000000005,0.0,100.0,4090.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select hundred, count(hundred) as count from wiscondefopen64gb group by wiscondefopen64gb.hundred;",64,sort,32,hundred,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select hundred, count(hundred) as count from wiscondefopen64gb group by wiscondefopen64gb.hundred;",81929.5400756,826.2905258294991,81929.6867837,2.5425597,0.1,100.0,4090.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select hundred, count(hundred) as count from wiscondefopen64gb group by wiscondefopen64gb.hundred;",64,opt,32,hundred,count,1,1
"use wisconopen64gb; select hundred, count(hundred) as count from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.hundred;",84838.7947057,1434.8426005485535,84838.9409137,2.4137705000000005,0.1,100.0,4090.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select hundred, count(hundred) as count from wiscondefopen64gb  group by wiscondefopen64gb.hundred;",64,hash,32,hundred,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select kgroups, count(kgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.kgroups;",135684.2924917,1015.2501556141024,135684.4435653,2.5407807,0.0,1000.0,40890.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select kgroups, count(kgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.kgroups;",64,sort,32,kgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select kgroups, count(kgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.kgroups;",82419.36199189999,1257.7258115701595,82419.50253590001,2.4823601,0.0,1000.0,40890.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select kgroups, count(kgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.kgroups;",64,opt,32,kgroups,count,1,1
"use wisconopen64gb; select kgroups, count(kgroups) as count from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.kgroups;",85140.35007670001,1209.010503276352,85140.49179020002,2.4348403,0.0,1000.0,40890.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select kgroups, count(kgroups) as count from wiscondefopen64gb  group by wiscondefopen64gb.kgroups;",64,hash,32,kgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.hundredkgroups;",145291.0639187,756.3083312387733,145291.20740200003,2.4415539,0.0,100000.0,4788890.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.hundredkgroups;",64,sort,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.hundredkgroups;",90111.2401981,1288.046056405373,90111.3839075,2.5913926,0.0,100000.0,4788890.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.hundredkgroups;",64,opt,32,hundredkgroups,count,1,1
"use wisconopen64gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.hundredkgroups;",99062.4705512,1596.5180685543926,99062.616069,2.4656032000000003,0.0,100000.0,4788890.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen64gb  group by wiscondefopen64gb.hundredkgroups;",64,hash,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select kgroups, count(kgroups) as count from wiscondefopen4gb group by wiscondefopen4gb.kgroups;",8576.9555498,124.74818820064516,8577.095998699999,2.5155527,0.0,1000.0,39890.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select kgroups, count(kgroups) as count from wiscondefopen4gb group by wiscondefopen4gb.kgroups;",4,sort,32,kgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select kgroups, count(kgroups) as count from wiscondefopen4gb group by wiscondefopen4gb.kgroups;",5287.9599999,128.28298953388074,5288.1015067,2.5051532999999995,0.2,1000.0,39890.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select kgroups, count(kgroups) as count from wiscondefopen4gb group by wiscondefopen4gb.kgroups;",4,opt,32,kgroups,count,1,1
"use wisconopen4gb; select kgroups, count(kgroups) as count from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.kgroups;",5395.8638113,115.85219900000465,5396.0073477,2.4246008,0.0,1000.0,39890.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select kgroups, count(kgroups) as count from wiscondefopen4gb  group by wiscondefopen4gb.kgroups;",4,hash,32,kgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen4gb group by wiscondefopen4gb.hundredkgroups;",9470.8762998,99.1609003666907,9471.0187952,2.4872515,0.0,100000.0,4688890.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen4gb group by wiscondefopen4gb.hundredkgroups;",4,sort,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen4gb group by wiscondefopen4gb.hundredkgroups;",6127.824608299999,207.7488239556585,6127.9727965,2.6015386000000005,0.1,100000.0,4688890.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen4gb group by wiscondefopen4gb.hundredkgroups;",4,opt,32,hundredkgroups,count,1,1
"use wisconopen4gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.hundredkgroups;",6578.652692799999,123.13000993109884,6578.7988029,2.5001717,0.1,100000.0,4688890.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen4gb  group by wiscondefopen4gb.hundredkgroups;",4,hash,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select hundred, count(hundred) as count from wiscondefopen8gb group by wiscondefopen8gb.hundred;",16692.465062900003,170.3177550895127,16692.6091152,2.6195666,0.0,100.0,3990.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select hundred, count(hundred) as count from wiscondefopen8gb group by wiscondefopen8gb.hundred;",8,sort,32,hundred,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select hundred, count(hundred) as count from wiscondefopen8gb group by wiscondefopen8gb.hundred;",10339.5228219,168.59845623388816,10339.666387499998,2.4997233000000003,0.0,100.0,3990.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select hundred, count(hundred) as count from wiscondefopen8gb group by wiscondefopen8gb.hundred;",8,opt,32,hundred,count,1,1
"use wisconopen8gb; select hundred, count(hundred) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.hundred;",10673.6939732,242.68812053832272,10673.8371078,2.4889128,0.1,100.0,3990.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select hundred, count(hundred) as count from wiscondefopen8gb  group by wiscondefopen8gb.hundred;",8,hash,32,hundred,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select kgroups, count(kgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.kgroups;",17115.796046000003,293.07212248155014,17115.9384715,2.5302394999999995,0.0,1000.0,39890.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select kgroups, count(kgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.kgroups;",8,sort,32,kgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select kgroups, count(kgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.kgroups;",10740.763245899998,208.66259161100191,10740.9142291,2.5593676000000003,0.0,1000.0,39890.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select kgroups, count(kgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.kgroups;",8,opt,32,kgroups,count,1,1
"use wisconopen8gb; select kgroups, count(kgroups) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.kgroups;",10673.409492899998,231.72518074312245,10673.555806,2.4988502999999995,0.0,1000.0,39890.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select kgroups, count(kgroups) as count from wiscondefopen8gb  group by wiscondefopen8gb.kgroups;",8,hash,32,kgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.hundredkgroups;",18519.3876969,258.19847668818846,18519.5298087,2.6456012,0.0,100000.0,4690941.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.hundredkgroups;",8,sort,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.hundredkgroups;",11951.0385771,306.0499354088138,11951.180994400002,2.4494388,0.1,100000.0,4690941.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.hundredkgroups;",8,opt,32,hundredkgroups,count,1,1
"use wisconopen8gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.hundredkgroups;",12573.6968635,311.123126621096,12573.840012900002,2.5085014,0.1,100000.0,4690941.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen8gb  group by wiscondefopen8gb.hundredkgroups;",8,hash,32,hundredkgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb group by wiscondefopen2gb.ten;",3943.9672138,45.52157964821978,3944.1099132,2.6367834,0.1,10.0,340.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb group by wiscondefopen2gb.ten;",2,sort,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb group by wiscondefopen2gb.ten;",2504.9442182000003,69.01990253865516,2505.0824748,2.5659351,0.0,10.0,340.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb group by wiscondefopen2gb.ten;",2,opt,32,ten,sum,1,1
"use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.ten;",2597.8011768000006,89.32541209638568,2597.9473653,2.4259744,0.0,10.0,340.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb  group by wiscondefopen2gb.ten;",2,hash,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.tenkgroups;",3731.1576337000006,48.04927751009133,3731.2952832,2.3941007,0.0,10000.0,443970.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.tenkgroups;",2,sort,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.tenkgroups;",2716.9224032,95.456512619254,2717.0606501,2.4447464,0.0,10000.0,443970.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.tenkgroups;",2,opt,32,tenkgroups,sum,1,1
"use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.tenkgroups;",2781.6732582,90.1861384322366,2781.8155083,2.4295507,0.0,10000.0,443970.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb  group by wiscondefopen2gb.tenkgroups;",2,hash,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.milliongroups;",8100.218637000001,102.41493574838071,8100.3570101,2.4971776,0.0,887676.0,43782432.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.milliongroups;",2,sort,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.milliongroups;",7734.084163000001,77.33177446712214,7734.22395,2.5184313000000005,0.0,887676.0,43782432.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.milliongroups;",2,opt,32,milliongroups,sum,1,1
"use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.milliongroups;",11086.0525317,333.3030551625416,11086.1952679,2.4819418,0.0,887676.0,43782432.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb  group by wiscondefopen2gb.milliongroups;",2,hash,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb group by wiscondefopen4gb.ten;",8036.0498651,128.96698986592506,8036.186117800001,2.4197255,0.0,10.0,342.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb group by wiscondefopen4gb.ten;",4,sort,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb group by wiscondefopen4gb.ten;",5078.2137719,98.23070155636697,5078.3537702,2.4749267,0.0,10.0,342.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb group by wiscondefopen4gb.ten;",4,opt,32,ten,sum,1,1
"use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.ten;",5306.8113361,140.23736765368562,5306.952353799999,2.4768371,0.0,10.0,342.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb  group by wiscondefopen4gb.ten;",4,hash,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.tenkgroups;",7514.6005628,115.75709394474806,7514.740273699999,2.4057383,0.0,10000.0,446428.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.tenkgroups;",4,sort,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.tenkgroups;",5432.902382099999,139.16672704134612,5433.0442487,2.6161723,0.0,10000.0,446428.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.tenkgroups;",4,opt,32,tenkgroups,sum,1,1
"use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.tenkgroups;",5637.7615121,112.4826169059618,5637.909984700001,2.4885248000000004,0.0,10000.0,446428.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb  group by wiscondefopen4gb.tenkgroups;",4,hash,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.milliongroups;",13507.1532549,93.69103790142938,13507.2921707,2.4881711,0.1,987226.0,48897654.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.milliongroups;",4,sort,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.milliongroups;",13614.0798907,244.7580585570064,13614.221359700005,2.531883,0.0,987226.0,48897654.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.milliongroups;",4,opt,32,milliongroups,sum,1,1
"use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.milliongroups;",20188.0148926,363.57340359901934,20188.1588449,2.515788,0.0,987226.0,48897654.0,4520789.0,0.0,47600.0,"use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb  group by wiscondefopen4gb.milliongroups;",4,hash,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb group by wiscondefopen8gb.ten;",15941.4184548,117.75572602013466,15941.556093099998,2.4377766000000003,0.1,10.0,343.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb group by wiscondefopen8gb.ten;",8,sort,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb group by wiscondefopen8gb.ten;",10031.406293,225.82065078134093,10031.5452013,2.4439258,0.0,10.0,343.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb group by wiscondefopen8gb.ten;",8,opt,32,ten,sum,1,1
"use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.ten;",10557.1269001,337.77276187580344,10557.2803719,2.4257552,0.1,10.0,343.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb  group by wiscondefopen8gb.ten;",8,hash,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",14849.908830099996,155.22543350230683,14850.0487324,2.3936263,0.1,10000.0,447658.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",8,sort,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",10479.682263599998,194.08467630778264,10479.820117800002,2.535464,0.0,10000.0,447658.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",8,opt,32,tenkgroups,sum,1,1
"use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.tenkgroups;",11206.5590844,254.36207441731787,11206.698228600002,2.4469081,0.0,10000.0,447658.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb  group by wiscondefopen8gb.tenkgroups;",8,hash,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",23909.4619867,326.2573553967376,23909.601709800005,2.4905171,0.0,999910.0,49817589.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",8,sort,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",25171.736589,284.62151022644355,25171.877785,2.5086071,0.0,999910.0,49817589.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",8,opt,32,milliongroups,sum,1,1
"use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.milliongroups;",37805.6202233,838.293021994751,37805.7645188,2.4854238,0.0,999910.0,49817589.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb  group by wiscondefopen8gb.milliongroups;",8,hash,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb group by wiscondefopen16gb.ten;",31932.4927572,339.83408802172096,31932.628225300003,2.445392,0.1,10.0,348.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb group by wiscondefopen16gb.ten;",16,sort,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb group by wiscondefopen16gb.ten;",20087.7735146,366.2341045944353,20087.9084826,2.4789082,0.0,10.0,348.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb group by wiscondefopen16gb.ten;",16,opt,32,ten,sum,1,1
"use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.ten;",21023.1156028,490.3710772690469,21023.2543868,2.3869072000000005,0.0,10.0,348.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb  group by wiscondefopen16gb.ten;",16,hash,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",29746.807429,278.4225924431857,29746.947392099995,2.4491781,0.0,10000.0,452741.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",16,sort,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",20991.9656376,421.9266305678461,20992.1011991,2.4359922000000003,0.0,10000.0,452741.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",16,opt,32,tenkgroups,sum,1,1
