Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount,realquery,size(gb),type,groupmemory(MB),groupbyattribute,aggregate,nc,dp
"use wisconopen8gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.hundredkgroups;",3466.5504892000004,82.93885520820922,3467.1135237000003,17.8026821,0.0,100000.0,4976586.0,9041708.0,0.0,95209.0,"use wisconopen8gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen8gb  group by wiscondefopen8gb.hundredkgroups;",8,hash,32,hundredkgroups,sum,4,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb group by wiscondefopen32gb.ten;",31484.1856317,522.3531791854118,31484.5085258,5.3063471,0.1,10.0,351.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb group by wiscondefopen32gb.ten;",32,sort,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select ten, max(ten) as max from wiscondefopen2gb group by ten;",2130.1844248,210.60661880407451,2130.4778805,5.1970147,0.0,10.0,290.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, max(ten) as max from wiscondefopen2gb group by ten;",2,sort,32,ten,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select ten, max(ten) as max from wiscondefopen2gb group by ten;",1367.4598048000005,69.78511786227529,1367.7580627999998,5.373563,0.0,10.0,290.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, max(ten) as max from wiscondefopen2gb group by ten;",2,opt,32,ten,max,2,1
"use wisconopen2gb; select ten, max(ten) as max from wiscondefopen2gb /*+ hash */ group by ten;",1354.8428802000003,60.597148196864616,1355.1098854,5.500197,0.1,10.0,290.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, max(ten) as max from wiscondefopen2gb  group by ten;",2,hash,32,ten,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select ten, max(ten) as max from wiscondefopen4gb group by ten;",4206.0926666,279.68776333892873,4206.380400200001,5.538898100000001,0.0,10.0,290.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, max(ten) as max from wiscondefopen4gb group by ten;",4,sort,32,ten,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select ten, max(ten) as max from wiscondefopen4gb group by ten;",2688.7951487,89.34747327953889,2689.0647042,5.172152,0.0,10.0,290.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, max(ten) as max from wiscondefopen4gb group by ten;",4,opt,32,ten,max,2,1
"use wisconopen4gb; select ten, max(ten) as max from wiscondefopen4gb /*+ hash */ group by ten;",2655.6176112,95.32156853828864,2655.8983301000003,6.3743393,0.0,10.0,290.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, max(ten) as max from wiscondefopen4gb  group by ten;",4,hash,32,ten,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select ten, max(ten) as max from wiscondefopen8gb group by ten;",8509.7997312,257.62366315822845,8510.0624134,5.2376344,0.1,10.0,290.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, max(ten) as max from wiscondefopen8gb group by ten;",8,sort,32,ten,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select ten, max(ten) as max from wiscondefopen8gb group by ten;",5185.556744,199.62600045641744,5185.8382284,5.877536399999999,0.0,10.0,290.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, max(ten) as max from wiscondefopen8gb group by ten;",8,opt,32,ten,max,2,1
"use wisconopen8gb; select ten, max(ten) as max from wiscondefopen8gb /*+ hash */ group by ten;",5246.1229433,278.80713179247886,5246.3897578,5.5694490000000005,0.0,10.0,290.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, max(ten) as max from wiscondefopen8gb  group by ten;",8,hash,32,ten,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select ten, max(ten) as max from wiscondefopen16gb group by ten;",16138.5866668,281.64114611467744,16138.8114777,4.428327899999999,0.0,10.0,290.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, max(ten) as max from wiscondefopen16gb group by ten;",16,sort,32,ten,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select ten, max(ten) as max from wiscondefopen16gb group by ten;",10219.0201548,249.7256998085633,10219.3151101,6.2773035,0.0,10.0,290.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, max(ten) as max from wiscondefopen16gb group by ten;",16,opt,32,ten,max,2,1
"use wisconopen16gb; select ten, max(ten) as max from wiscondefopen16gb /*+ hash */ group by ten;",10210.3864246,157.63490093241947,10210.6705968,5.647296800000001,0.1,10.0,290.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, max(ten) as max from wiscondefopen16gb  group by ten;",16,hash,32,ten,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select ten, max(ten) as max from wiscondefopen32gb group by ten;",32349.6247035,749.2770049294338,32349.9243458,5.892872,0.1,10.0,290.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, max(ten) as max from wiscondefopen32gb group by ten;",32,sort,32,ten,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select ten, max(ten) as max from wiscondefopen32gb group by ten;",20074.6832805,382.6807324431786,20074.959034000003,5.929414400000001,0.1,10.0,290.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, max(ten) as max from wiscondefopen32gb group by ten;",32,opt,32,ten,max,2,1
"use wisconopen32gb; select ten, max(ten) as max from wiscondefopen32gb /*+ hash */ group by ten;",20259.414479500003,360.92903785119785,20259.731687600004,6.1423231,0.1,10.0,290.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, max(ten) as max from wiscondefopen32gb  group by ten;",32,hash,32,ten,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select ten, max(ten) as max from wiscondefopen64gb group by ten;",64480.04333749999,756.7961245865202,64480.3329498,5.866915100000001,0.0,10.0,290.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, max(ten) as max from wiscondefopen64gb group by ten;",64,sort,32,ten,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select ten, max(ten) as max from wiscondefopen64gb group by ten;",40610.508996100005,375.0741333688057,40610.820673,6.507126000000001,0.0,10.0,290.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, max(ten) as max from wiscondefopen64gb group by ten;",64,opt,32,ten,max,2,1
"use wisconopen64gb; select ten, max(ten) as max from wiscondefopen64gb /*+ hash */ group by ten;",40759.652673,974.460652485964,40759.9539375,6.3002709,0.0,10.0,290.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, max(ten) as max from wiscondefopen64gb  group by ten;",64,hash,32,ten,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select ten, min(ten) as min from wiscondefopen2gb group by ten;",2050.8684991999994,68.9698532754192,2051.0776907,4.2361855,0.0,10.0,290.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, min(ten) as min from wiscondefopen2gb group by ten;",2,sort,32,ten,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select ten, min(ten) as min from wiscondefopen2gb group by ten;",1391.4361421,97.72663793331586,1391.7251894,5.817294800000001,0.0,10.0,290.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, min(ten) as min from wiscondefopen2gb group by ten;",2,opt,32,ten,min,2,1
"use wisconopen2gb; select ten, min(ten) as min from wiscondefopen2gb /*+ hash */ group by ten;",1380.1160796,99.96736478038332,1380.3570059,4.969694500000001,0.1,10.0,290.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, min(ten) as min from wiscondefopen2gb  group by ten;",2,hash,32,ten,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select ten, min(ten) as min from wiscondefopen4gb group by ten;",4084.4250391,74.21853065473502,4084.7363037,6.5698357000000005,0.0,10.0,290.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, min(ten) as min from wiscondefopen4gb group by ten;",4,sort,32,ten,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select ten, min(ten) as min from wiscondefopen4gb group by ten;",2668.6292744,139.6137795728664,2668.9198632,6.005308800000001,0.1,10.0,290.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, min(ten) as min from wiscondefopen4gb group by ten;",4,opt,32,ten,min,2,1
"use wisconopen4gb; select ten, min(ten) as min from wiscondefopen4gb /*+ hash */ group by ten;",2601.7627772000005,100.969874783908,2602.0618076,5.9808716,0.0,10.0,290.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, min(ten) as min from wiscondefopen4gb  group by ten;",4,hash,32,ten,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select ten, min(ten) as min from wiscondefopen8gb group by ten;",8313.0472533,182.06897395240847,8313.3026876,4.917487700000001,0.0,10.0,290.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, min(ten) as min from wiscondefopen8gb group by ten;",8,sort,32,ten,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select ten, min(ten) as min from wiscondefopen8gb group by ten;",5251.931801199999,150.66339596036957,5252.2241297,6.2575933,0.0,10.0,290.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, min(ten) as min from wiscondefopen8gb group by ten;",8,opt,32,ten,min,2,1
"use wisconopen8gb; select ten, min(ten) as min from wiscondefopen8gb /*+ hash */ group by ten;",5189.6386086,122.962969078501,5189.8683411,4.8569986,0.0,10.0,290.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, min(ten) as min from wiscondefopen8gb  group by ten;",8,hash,32,ten,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select ten, min(ten) as min from wiscondefopen16gb group by ten;",16103.668270500002,326.1528595897767,16103.954207899998,5.471540300000001,0.0,10.0,290.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, min(ten) as min from wiscondefopen16gb group by ten;",16,sort,32,ten,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select ten, min(ten) as min from wiscondefopen16gb group by ten;",10275.4094725,211.8283907685717,10275.687370099997,5.440791000000001,0.0,10.0,290.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, min(ten) as min from wiscondefopen16gb group by ten;",16,opt,32,ten,min,2,1
"use wisconopen16gb; select ten, min(ten) as min from wiscondefopen16gb /*+ hash */ group by ten;",10329.5311035,187.3128675805993,10329.8062673,5.4092789,0.2,10.0,290.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, min(ten) as min from wiscondefopen16gb  group by ten;",16,hash,32,ten,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select ten, min(ten) as min from wiscondefopen32gb group by ten;",31883.0725111,255.63188063037,31883.3250548,4.9183299,0.0,10.0,290.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, min(ten) as min from wiscondefopen32gb group by ten;",32,sort,32,ten,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select ten, min(ten) as min from wiscondefopen32gb group by ten;",20121.1419171,541.7969748014785,20121.412626800004,5.8779618,0.1,10.0,290.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, min(ten) as min from wiscondefopen32gb group by ten;",32,opt,32,ten,min,2,1
"use wisconopen32gb; select ten, min(ten) as min from wiscondefopen32gb /*+ hash */ group by ten;",20074.528982,414.807181452915,20074.789930100003,5.2789894,0.1,10.0,290.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, min(ten) as min from wiscondefopen32gb  group by ten;",32,hash,32,ten,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select ten, min(ten) as min from wiscondefopen64gb group by ten;",64149.2530133,296.8185017439835,64149.5173927,5.7380877,0.0,10.0,290.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, min(ten) as min from wiscondefopen64gb group by ten;",64,sort,32,ten,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select ten, min(ten) as min from wiscondefopen64gb group by ten;",40382.782593,457.6164414980743,40383.0759161,5.854690400000001,0.2,10.0,290.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, min(ten) as min from wiscondefopen64gb group by ten;",64,opt,32,ten,min,2,1
"use wisconopen64gb; select ten, min(ten) as min from wiscondefopen64gb /*+ hash */ group by ten;",40748.0886585,822.4017852764246,40748.3933313,6.067219100000001,0.0,10.0,290.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, min(ten) as min from wiscondefopen64gb  group by ten;",64,hash,32,ten,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select stringu2, count(stringu2) as count from wiscondefopen2gb group by stringu2;",13716.6690856,383.180428285244,13716.9378562,5.2731819,0.1,2257675.0,309301475.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select stringu2, count(stringu2) as count from wiscondefopen2gb group by stringu2;",2,sort,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select stringu2, count(stringu2) as count from wiscondefopen2gb group by stringu2;",13148.9262521,262.2042185242947,13149.1886155,5.5873495,0.0,2257675.0,309301475.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select stringu2, count(stringu2) as count from wiscondefopen2gb group by stringu2;",2,opt,32,stringu2,count,2,1
"use wisconopen2gb; select stringu2, count(stringu2) as count from wiscondefopen2gb /*+ hash */ group by stringu2;",49676.15842009999,471.0135769578121,49676.44250220001,5.5658628,0.0,2257675.0,309301475.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select stringu2, count(stringu2) as count from wiscondefopen2gb  group by stringu2;",2,hash,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select stringu2, count(stringu2) as count from wiscondefopen4gb group by stringu2;",27954.520828499997,840.2890016192646,27954.780537,5.6002156,0.0,4515035.0,618559795.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select stringu2, count(stringu2) as count from wiscondefopen4gb group by stringu2;",4,sort,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select stringu2, count(stringu2) as count from wiscondefopen4gb group by stringu2;",27052.8455563,754.1301021561156,27053.109894200003,5.740786399999999,0.0,4515035.0,618559795.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select stringu2, count(stringu2) as count from wiscondefopen4gb group by stringu2;",4,opt,32,stringu2,count,2,1
"use wisconopen4gb; select stringu2, count(stringu2) as count from wiscondefopen4gb /*+ hash */ group by stringu2;",98269.4280412,860.6819958587585,98269.7444244,6.3707888,0.0,4515035.0,618559795.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select stringu2, count(stringu2) as count from wiscondefopen4gb  group by stringu2;",4,hash,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select stringu2, count(stringu2) as count from wiscondefopen8gb group by stringu2;",55004.834603,1498.47784711318,55005.12132990001,5.2447515000000005,0.1,9031449.0,1237308513.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select stringu2, count(stringu2) as count from wiscondefopen8gb group by stringu2;",8,sort,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select stringu2, count(stringu2) as count from wiscondefopen8gb group by stringu2;",53703.4009597,870.6781625652147,53703.6668817,5.7031643,0.1,9031449.0,1237308513.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select stringu2, count(stringu2) as count from wiscondefopen8gb group by stringu2;",8,opt,32,stringu2,count,2,1
"use wisconopen8gb; select stringu2, count(stringu2) as count from wiscondefopen8gb /*+ hash */ group by stringu2;",189662.5457454,2529.910486642701,189662.8015822,5.3955824,0.0,9031449.0,1237308513.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select stringu2, count(stringu2) as count from wiscondefopen8gb  group by stringu2;",8,hash,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select stringu2, count(stringu2) as count from wiscondefopen16gb group by stringu2;",111598.77351210002,2273.2188314681653,111599.0698889,6.038056699999999,0.0,18060883.0,2474340971.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select stringu2, count(stringu2) as count from wiscondefopen16gb group by stringu2;",16,sort,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select stringu2, count(stringu2) as count from wiscondefopen16gb group by stringu2;",106654.71138320002,1679.635499677231,106654.9993422,6.308596499999999,0.0,18060883.0,2474340971.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select stringu2, count(stringu2) as count from wiscondefopen16gb group by stringu2;",16,opt,32,stringu2,count,2,1
"use wisconopen16gb; select stringu2, count(stringu2) as count from wiscondefopen16gb /*+ hash */ group by stringu2;",373264.946048,3923.697721556612,373265.2494541,6.5553231,0.0,18060883.0,2474340971.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select stringu2, count(stringu2) as count from wiscondefopen16gb  group by stringu2;",16,hash,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select stringu2, count(stringu2) as count from wiscondefopen32gb group by stringu2;",229089.1486093,3262.167453649844,229089.42262369997,6.4070216,0.1,36114551.0,4947693487.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select stringu2, count(stringu2) as count from wiscondefopen32gb group by stringu2;",32,sort,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select stringu2, count(stringu2) as count from wiscondefopen32gb group by stringu2;",216031.0431776,4159.042853955433,216031.3216984,6.2057401,0.0,36114551.0,4947693487.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select stringu2, count(stringu2) as count from wiscondefopen32gb group by stringu2;",32,opt,32,stringu2,count,2,1
"use wisconopen32gb; select stringu2, count(stringu2) as count from wiscondefopen32gb /*+ hash */ group by stringu2;",734345.4307402001,1681.904677885036,734345.7010341,5.548237,0.1,36114551.0,4947693487.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select stringu2, count(stringu2) as count from wiscondefopen32gb  group by stringu2;",32,hash,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select stringu2, count(stringu2) as count from wiscondefopen64gb group by stringu2;",482965.0881213001,5041.225111819364,482965.8592037001,6.677365499999999,0.1,72130717.0,9881908229.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select stringu2, count(stringu2) as count from wiscondefopen64gb group by stringu2;",64,sort,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select stringu2, count(stringu2) as count from wiscondefopen64gb group by stringu2;",453953.7829813,4438.130902709798,453954.081055,7.5350341,0.1,72130717.0,9881908229.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select stringu2, count(stringu2) as count from wiscondefopen64gb group by stringu2;",64,opt,32,stringu2,count,2,1
"use wisconopen64gb; select stringu2, count(stringu2) as count from wiscondefopen64gb /*+ hash */ group by stringu2;",1453790.4493377998,10810.80016827188,1453790.756582,6.754516499999999,0.0,72130717.0,9881908229.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select stringu2, count(stringu2) as count from wiscondefopen64gb  group by stringu2;",64,hash,32,stringu2,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select unique3, count(unique3) as count from wiscondefopen2gb group by unique3;",7621.829829599999,202.3858011039658,7622.1628885,6.6615803,0.2,2260380.0,96945357.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, count(unique3) as count from wiscondefopen2gb group by unique3;",2,sort,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select unique3, count(unique3) as count from wiscondefopen2gb group by unique3;",6724.111416,118.79588773912776,6724.3876223,6.5674161,0.2,2260380.0,96945357.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, count(unique3) as count from wiscondefopen2gb group by unique3;",2,opt,32,unique3,count,2,1
"use wisconopen2gb; select unique3, count(unique3) as count from wiscondefopen2gb /*+ hash */ group by unique3;",10100.2036383,166.9418838667955,10100.4976956,6.585206,0.0,2260380.0,96945357.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, count(unique3) as count from wiscondefopen2gb  group by unique3;",2,hash,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select unique3, count(unique3) as count from wiscondefopen4gb group by unique3;",15413.7688771,352.53293549009425,15414.056550899995,6.3715583,0.0,4520789.0,193890524.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, count(unique3) as count from wiscondefopen4gb group by unique3;",4,sort,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select unique3, count(unique3) as count from wiscondefopen4gb group by unique3;",13257.9648288,194.7254831511613,13258.2249054,5.7132439,0.2,4520789.0,193890524.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, count(unique3) as count from wiscondefopen4gb group by unique3;",4,opt,32,unique3,count,2,1
"use wisconopen4gb; select unique3, count(unique3) as count from wiscondefopen4gb /*+ hash */ group by unique3;",29626.1557535,674.3271881229865,29626.452558800003,6.510927700000001,0.3,4520789.0,193890524.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, count(unique3) as count from wiscondefopen4gb  group by unique3;",4,hash,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select unique3, count(unique3) as count from wiscondefopen8gb group by unique3;",31196.3392473,1081.3979564793217,31196.628350100003,6.4332736,0.0,9041708.0,387788842.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, count(unique3) as count from wiscondefopen8gb group by unique3;",8,sort,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select unique3, count(unique3) as count from wiscondefopen8gb group by unique3;",26939.510503000005,605.1229735510684,26939.7902791,6.639360600000001,0.1,9041708.0,387788842.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, count(unique3) as count from wiscondefopen8gb group by unique3;",8,opt,32,unique3,count,2,1
"use wisconopen8gb; select unique3, count(unique3) as count from wiscondefopen8gb /*+ hash */ group by unique3;",85922.3975582,1936.498461900902,85922.6949465,6.699489300000001,0.2,9041708.0,387788842.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, count(unique3) as count from wiscondefopen8gb  group by unique3;",8,hash,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select unique3, count(unique3) as count from wiscondefopen16gb group by unique3;",62290.35899189999,1047.9603695880453,62290.6586885,6.9041742,0.2,18083796.0,775593763.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, count(unique3) as count from wiscondefopen16gb group by unique3;",16,sort,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select unique3, count(unique3) as count from wiscondefopen16gb group by unique3;",54622.3872674,966.8319455799688,54622.6607768,6.601244100000001,0.2,18083796.0,775593763.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, count(unique3) as count from wiscondefopen16gb group by unique3;",16,opt,32,unique3,count,2,1
"use wisconopen16gb; select unique3, count(unique3) as count from wiscondefopen16gb /*+ hash */ group by unique3;",162177.34912149998,2309.7102281905786,162177.6342466,6.6827057,0.1,18083796.0,775593763.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, count(unique3) as count from wiscondefopen16gb  group by unique3;",16,hash,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select unique3, count(unique3) as count from wiscondefopen32gb group by unique3;",124942.9980363,2050.596015943834,124943.2940137,7.036986999999999,0.2,36168131.0,1551205712.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, count(unique3) as count from wiscondefopen32gb group by unique3;",32,sort,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select unique3, count(unique3) as count from wiscondefopen32gb group by unique3;",110614.7971095,2260.440546317116,110615.0927135,6.6795377,0.0,36168131.0,1551205712.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, count(unique3) as count from wiscondefopen32gb group by unique3;",32,opt,32,unique3,count,2,1
"use wisconopen32gb; select unique3, count(unique3) as count from wiscondefopen32gb /*+ hash */ group by unique3;",322565.15021089994,3087.529629322238,322565.4456642,6.6370761,0.1,36168131.0,1551205712.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, count(unique3) as count from wiscondefopen32gb  group by unique3;",32,hash,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select unique3, count(unique3) as count from wiscondefopen64gb group by unique3;",251066.3757545,3230.4880626875943,251066.675741,6.9702711,0.0,72335919.0,3102403362.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, count(unique3) as count from wiscondefopen64gb group by unique3;",64,sort,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select unique3, count(unique3) as count from wiscondefopen64gb group by unique3;",224086.8867182,3574.1891915086644,224087.1654495,6.402826899999999,0.2,72335919.0,3102403362.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, count(unique3) as count from wiscondefopen64gb group by unique3;",64,opt,32,unique3,count,2,1
"use wisconopen64gb; select unique3, count(unique3) as count from wiscondefopen64gb /*+ hash */ group by unique3;",623997.6606092,7244.331392755598,623997.9614758,6.319541500000001,0.1,72335919.0,3102403362.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, count(unique3) as count from wiscondefopen64gb  group by unique3;",64,hash,32,unique3,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select unique3, sum(unique3) as sum from wiscondefopen2gb group by unique3;",7800.5186755,169.20478001591414,7800.819890299999,6.5808242,0.0,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, sum(unique3) as sum from wiscondefopen2gb group by unique3;",2,sort,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select unique3, sum(unique3) as sum from wiscondefopen2gb group by unique3;",7085.790316299999,206.7645307624704,7086.071991100001,6.3581778,0.1,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, sum(unique3) as sum from wiscondefopen2gb group by unique3;",2,opt,32,unique3,sum,2,1
"use wisconopen2gb; select unique3, sum(unique3) as sum from wiscondefopen2gb /*+ hash */ group by unique3;",10373.3979132,252.11935720226865,10373.7057684,6.552662700000001,0.1,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, sum(unique3) as sum from wiscondefopen2gb  group by unique3;",2,hash,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select unique3, sum(unique3) as sum from wiscondefopen4gb group by unique3;",15433.9641916,379.3171829551648,15434.2640549,6.439852500000001,0.1,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, sum(unique3) as sum from wiscondefopen4gb group by unique3;",4,sort,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select unique3, sum(unique3) as sum from wiscondefopen4gb group by unique3;",13790.181974800002,397.9472237187794,13790.4823172,6.3805057,0.1,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, sum(unique3) as sum from wiscondefopen4gb group by unique3;",4,opt,32,unique3,sum,2,1
