Query,Run,ElapsedTime,ExecutionTime,CompileTime,QueueWaitTime,ResultCount,ResultSize,ProcessedObjects,bufferCacheHitRatio,bufferCachePageReadCount
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname order by c desc limit 10;",3,48.428027232s,48.427541969s,50.121113ms,0ns,10,464,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname order by c desc limit 10;",4,47.992624824s,47.991967406s,37.044938ms,0ns,10,464,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname order by c desc limit 10;",5,48.294541442s,48.294063694s,39.19376ms,0ns,10,464,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname order by c desc limit 10;",6,48.887179734s,48.886669538s,29.649525ms,0ns,10,464,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname order by c desc limit 10;",7,47.893536692s,47.893042352s,36.670503ms,0ns,10,464,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname order by c desc limit 10;",8,47.514142397s,47.513616903s,35.717977ms,0ns,10,464,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname order by c desc limit 10;",9,48.50706834s,48.506557997s,27.725274ms,0ns,10,464,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname order by c desc limit 10;",10,47.349561605s,47.349082388s,35.926465ms,0ns,10,464,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",1,62.76131435s,62.760925985s,24.904658ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",2,64.558091856s,64.557685736s,26.397984ms,1ms,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",3,63.215288996s,63.214748237s,23.428535ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",4,64.019179845s,64.018638702s,29.554295ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",5,63.194651276s,63.194251519s,26.153016ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",6,64.533130431s,64.532739052s,26.517658ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",7,63.468736032s,63.468320911s,26.472108ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",8,63.209073578s,63.208610825s,22.704971ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",9,62.403320312s,62.402929786s,29.321516ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",10,63.581221543s,63.580638832s,20.42117ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",1,63.717951141s,63.717423837s,23.397327ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",2,62.898112767s,62.897650495s,24.625707ms,1ms,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",3,65.206070168s,65.20558033s,22.005318ms,1ms,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",4,60.515614729s,60.51519507s,22.92668ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",5,60.261150566s,60.260785795s,22.387761ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",6,63.999025156s,63.99820965s,29.829878ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",7,63.117074828s,63.116701961s,23.640096ms,1ms,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",8,61.079458037s,61.079062064s,25.291174ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",9,63.605065861s,63.604667197s,24.616851ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t group by user.name as uname order by c desc limit 100;",10,62.574767616s,62.573958437s,29.154917ms,0ns,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",1,113.32682513s,113.32642671s,25.052816ms,0ns,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",2,115.125956887s,115.125603042s,24.559918ms,0ns,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",3,112.917662748s,112.917266791s,23.962213ms,0ns,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",4,117.515539339s,117.514573081s,33.738455ms,1ms,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",5,112.914059333s,112.913677269s,22.050127ms,0ns,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",6,117.061868733s,117.061508002s,21.745018ms,1ms,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",7,115.081773064s,115.081407089s,21.269104ms,0ns,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",8,114.577308367s,114.576806692s,24.062524ms,1ms,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",9,114.123494708s,114.123044255s,25.668333ms,0ns,100,3761,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t /*+ hash */ group by user.name as uname order by c desc limit 100;",10,113.385153062s,113.384635262s,24.228233ms,0ns,100,3761,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",1,48.005743763s,48.005343606s,32.188237ms,1ms,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",2,47.711649611s,47.711277583s,33.359174ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",3,48.476451658s,48.476077084s,27.009466ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",4,48.43577671s,48.43540463s,28.637396ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",5,49.658184793s,49.657815351s,29.638517ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",6,48.928456543s,48.928059105s,35.888204ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",7,48.075303894s,48.074963547s,32.156732ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",8,47.244774656s,47.244378412s,30.533462ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",9,48.950614883s,48.950186317s,34.369546ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",10,49.543230578s,49.542867795s,31.58891ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",1,47.365546975s,47.365095007s,28.894763ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",2,48.603043708s,48.602644977s,29.911187ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",3,48.000881162s,48.000498831s,30.063094ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",4,47.662674459s,47.662312689s,32.432905ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",5,48.290282671s,48.289930459s,30.883165ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",6,47.816601753s,47.816182749s,26.965389ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",7,48.359848932s,48.359480478s,31.556263ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",8,50.127511173s,50.12714811s,30.802846ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",9,48.26856809s,48.268205795s,33.905381ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") group by user.name as uname;",10,48.590245705s,48.589874758s,28.474053ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",1,48.349245553s,48.348863779s,31.818237ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",2,47.907311501s,47.906946303s,30.724882ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",3,47.586093968s,47.585720037s,29.097855ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",4,48.790484205s,48.790046946s,30.595029ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",5,48.297112728s,48.296737066s,32.040497ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",6,47.976896271s,47.975713372s,29.285052ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",7,49.503769683s,49.503392378s,29.760409ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",8,49.414519693s,49.414167203s,27.609227ms,1ms,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",9,50.141162868s,50.140805693s,29.337706ms,0ns,493,22156,42246255,0.00%,2344914
"use tweetverse;select uname, count(*) as c from tweetsdataset t where (some ht in t.entities . hashtags satisfies lowercase(ht . text) = ""jobs"") /*+ hash */ group by user.name as uname;",10,48.772361766s,48.771952331s,31.482531ms,0ns,493,22156,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",1,49.981754892s,49.981447201s,21.912255ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",2,51.41075369s,51.410047868s,25.651822ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",3,49.854757778s,49.854328052s,18.244284ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",4,50.958177227s,50.957542656s,27.21122ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",5,50.011329439s,50.011049354s,22.803732ms,1ms,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",6,50.811304452s,50.811022653s,23.021189ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",7,50.376192772s,50.375470701s,27.69918ms,1ms,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",8,50.921706193s,50.921386553s,24.107168ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",9,49.649250512s,49.64894765s,18.52122ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'false';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",10,50.905252457s,50.904979463s,23.274621ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",1,42.299587417s,42.299303638s,20.070856ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",2,42.763854076s,42.763554961s,23.273325ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",3,42.603907569s,42.603520184s,23.392342ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",4,43.093986791s,43.093699118s,22.924142ms,1ms,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",5,43.651731429s,43.651458206s,21.641945ms,1ms,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",6,43.802422793s,43.802147729s,22.920835ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",7,43.707244932s,43.706958773s,23.124035ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",8,43.66739496s,43.667106138s,21.50322ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",9,42.944164788s,42.943895285s,24.975776ms,0ns,66,2512,42246255,0.00%,2344914
"set `compiler.optimize.groupby` 'true';use tweetverse;select language, count(*) as c from tweetsdataset t group by t.lang as language;",10,43.407448605s,43.407152335s,21.985017ms,1ms,66,2512,42246255,0.00%,2344914
"use tweetverse;select language, count(*) as c from tweetsdataset t /*+ hash */ group by t.lang as language;",1,42.996155479s,42.995870034s,21.541714ms,0ns,66,2512,42246255,0.00%,2344914
"use tweetverse;select language, count(*) as c from tweetsdataset t /*+ hash */ group by t.lang as language;",2,43.099437598s,43.099152347s,22.534383ms,0ns,66,2512,42246255,0.00%,2344914
"use tweetverse;select language, count(*) as c from tweetsdataset t /*+ hash */ group by t.lang as language;",3,42.565864244s,42.565571864s,17.64255ms,0ns,66,2512,42246255,0.00%,2344914
"use tweetverse;select language, count(*) as c from tweetsdataset t /*+ hash */ group by t.lang as language;",4,44.851064908s,44.850767772s,22.977693ms,0ns,66,2512,42246255,0.00%,2344914
